"N"	"gene"	"beta"	"pval"	"varexp"
"gene150390"	42942	"Spaca6"	NA	NA	NA
"gene150391"	42943	"Spaca7"	NA	NA	NA
"gene150392"	42944	"Spaca9"	NA	NA	NA
"gene150393"	42945	"Spag1"	NA	NA	NA
"gene150394"	42946	"Spag11a"	NA	NA	NA
"gene150395"	42947	"Spag11b"	NA	NA	NA
"gene150396"	42948	"Spag16"	NA	NA	NA
"gene150397"	42949	"Spag17"	0.00362056480811023	0.999999809769497	0
"gene150398"	42950	"Spag17os"	NA	NA	NA
"gene150399"	42951	"Spag4"	NA	NA	NA
"gene150400"	42952	"Spag5"	NA	NA	NA
"gene150401"	42953	"Spag6"	NA	NA	NA
"gene150402"	42954	"Spag6l"	NA	NA	NA
"gene150403"	42955	"Spag7"	NA	NA	NA
"gene150404"	42956	"Spag8"	NA	NA	NA
"gene150405"	42957	"Spag9"	-7.29657122871802	0.140300114437142	0.256095285807744
"gene150406"	42958	"Spam1"	NA	NA	NA
"gene150407"	42959	"Spanxn4"	NA	NA	NA
"gene150408"	42960	"Sparc"	NA	NA	NA
"gene150409"	42961	"Sparcl1"	NA	NA	NA
"gene150410"	42962	"Spast"	NA	NA	NA
"gene150411"	42963	"Spata1"	NA	NA	NA
"gene150412"	42964	"Spata13"	NA	NA	NA
"gene150413"	42965	"Spata16"	-0.00123559849394939	0.756388983647879	0.0556177784475669
"gene150414"	42966	"Spata17"	NA	NA	NA
"gene150415"	42967	"Spata18"	NA	NA	NA
"gene150416"	42968	"Spata19"	NA	NA	NA
"gene150417"	42969	"Spata2"	NA	NA	NA
"gene150418"	42970	"Spata20"	NA	NA	NA
"gene150419"	42971	"Spata21"	NA	NA	NA
"gene150420"	42972	"Spata22"	NA	NA	NA
"gene150421"	42973	"Spata24"	1.32729905865315	1	0
"gene150422"	42974	"Spata25"	NA	NA	NA
"gene150423"	42975	"Spata2l"	NA	NA	NA
"gene150424"	42976	"Spata3"	NA	NA	NA
"gene150425"	42977	"Spata31"	NA	NA	NA
"gene150426"	42978	"Spata31d1a"	NA	NA	NA
"gene150427"	42979	"Spata31d1b"	NA	NA	NA
"gene150428"	42980	"Spata31d1c"	NA	NA	NA
"gene150429"	42981	"Spata31d1d"	0.00579290369297612	1	0
"gene150430"	42982	"Spata32"	NA	NA	NA
"gene150431"	42983	"Spata33"	NA	NA	NA
"gene150432"	42984	"Spata4"	NA	NA	NA
"gene150433"	42985	"Spata45"	NA	NA	NA
"gene150434"	42986	"Spata46"	NA	NA	NA
"gene150435"	42987	"Spata48"	NA	NA	NA
"gene150436"	42988	"Spata5"	NA	NA	NA
"gene150437"	42989	"Spata5l1"	0.590876176683563	1	0
"gene150438"	42990	"Spata6"	NA	NA	NA
"gene150439"	42991	"Spata7"	NA	NA	NA
"gene150440"	42992	"Spata9"	NA	NA	NA
"gene150441"	42993	"Spatc1"	NA	NA	NA
"gene150442"	42994	"Spatc1l"	NA	NA	NA
"gene150443"	42995	"Spats1"	NA	NA	NA
"gene150444"	42996	"Spats2"	NA	NA	NA
"gene150445"	42997	"Spats2l"	-1.2981853928651	0.829442270342004	0.0641512600716956
"gene150446"	42998	"Spc24"	NA	NA	NA
"gene150447"	42999	"Spc25"	NA	NA	NA
"gene150448"	43000	"Spcs1"	NA	NA	NA
"gene150449"	43001	"Spcs2"	NA	NA	NA
"gene150450"	43002	"Spcs2-ps"	NA	NA	NA
"gene150451"	43003	"Spcs3"	NA	NA	NA
"gene150453"	43004	"Spdl1"	NA	NA	NA
"gene150454"	43005	"Spdya"	-0.259705490287225	0.00347357589853145	0.581929138247442
"gene150455"	43006	"Spdye4a"	NA	NA	NA
"gene150456"	43007	"Spdye4b"	NA	NA	NA
"gene150458"	43008	"Specc1"	NA	NA	NA
"gene150459"	43009	"Specc1l"	NA	NA	NA
"gene150461"	43010	"Speer2"	NA	NA	NA
"gene150462"	43011	"Speer3"	NA	NA	NA
"gene150463"	43012	"Speer4a"	NA	NA	NA
"gene150464"	43013	"Speer4b"	0.0582708215474787	0.168502308806149	0.491158444896268
"gene150465"	43014	"Speer4c"	NA	NA	NA
"gene150466"	43015	"Speer4cos"	NA	NA	NA
"gene150467"	43016	"Speer4d"	NA	NA	NA
"gene150468"	43017	"Speer4e"	NA	NA	NA
"gene150469"	43018	"Speer4f1"	NA	NA	NA
"gene150470"	43019	"Speer4f2"	NA	NA	NA
"gene150471"	43020	"Speer5-ps1"	NA	NA	NA
"gene150472"	43021	"Speer6-ps1"	-0.0152421613108822	0.988007466541083	0.00232050807693271
"gene150473"	43022	"Speer9-ps1"	NA	NA	NA
"gene150474"	43023	"Spef1"	NA	NA	NA
"gene150475"	43024	"Spef1l"	NA	NA	NA
"gene150476"	43025	"Spef2"	NA	NA	NA
"gene150477"	43026	"Speg"	NA	NA	NA
"gene150478"	43027	"Spem1"	NA	NA	NA
"gene150479"	43028	"Spem2"	NA	NA	NA
"gene150480"	43029	"Spen"	1.49963794351919	0.999999809769497	0
"gene150482"	43030	"Spesp1"	NA	NA	NA
"gene150483"	43031	"Spg11"	NA	NA	NA
"gene150484"	43032	"Spg20"	NA	NA	NA
"gene150485"	43033	"Spg21"	NA	NA	NA
"gene150486"	43034	"Spg7"	NA	NA	NA
"gene150487"	43035	"Sphk1"	NA	NA	NA
"gene150488"	43036	"Sphk2"	NA	NA	NA
"gene150489"	43037	"Sphkap"	0.0231716147719043	1	0
"gene150490"	43038	"Spi1"	NA	NA	NA
"gene150491"	43039	"Spib"	NA	NA	NA
"gene150492"	43040	"Spic"	NA	NA	NA
"gene150493"	43041	"Spice1"	NA	NA	NA
"gene150494"	43042	"Spidr"	NA	NA	NA
"gene150495"	43043	"Spin1"	NA	NA	NA
"gene150501"	43044	"Spin2c"	NA	NA	NA
"gene150505"	43045	"Spin2g"	-0.0381624365061279	0.45723045045352	0.12826388769734
"gene150506"	43046	"Spin3-ps"	NA	NA	NA
"gene150507"	43047	"Spin4"	NA	NA	NA
"gene150508"	43048	"Spindoc"	NA	NA	NA
"gene150509"	43049	"Spink1"	NA	NA	NA
"gene150510"	43050	"Spink10"	NA	NA	NA
"gene150511"	43051	"Spink11"	NA	NA	NA
"gene150512"	43052	"Spink12"	NA	NA	NA
"gene150513"	43053	"Spink13"	-0.0275162925416365	1	0
"gene150514"	43054	"Spink14"	NA	NA	NA
"gene150515"	43055	"Spink2"	NA	NA	NA
"gene150516"	43056	"Spink4"	NA	NA	NA
"gene150517"	43057	"Spink5"	NA	NA	NA
"gene150518"	43058	"Spink6"	NA	NA	NA
"gene150519"	43059	"Spink7"	NA	NA	NA
"gene150520"	43060	"Spink8"	NA	NA	NA
"gene150521"	43061	"Spinkl"	0.0832729905865315	1	0
"gene150522"	43062	"Spint1"	NA	NA	NA
"gene150523"	43063	"Spint2"	NA	NA	NA
"gene150524"	43064	"Spint3"	NA	NA	NA
"gene150525"	43065	"Spint4"	NA	NA	NA
"gene150526"	43066	"Spint5"	NA	NA	NA
"gene150527"	43067	"Spire1"	NA	NA	NA
"gene150528"	43068	"Spire2"	NA	NA	NA
"gene150529"	43069	"Spn"	6.49841736896873	0.00624708711250178	0.596612739100996
"gene150530"	43070	"Spn-ps"	NA	NA	NA
"gene150531"	43071	"Spns1"	NA	NA	NA
"gene150532"	43072	"Spns2"	NA	NA	NA
"gene150533"	43073	"Spns3"	NA	NA	NA
"gene150534"	43074	"Spo11"	NA	NA	NA
"gene150535"	43075	"Spocd1"	NA	NA	NA
"gene150536"	43076	"Spock1"	NA	NA	NA
"gene150537"	43077	"Spock2"	9.17911331224608	0.00278558064455289	0.922642232573787
"gene150538"	43078	"Spock3"	NA	NA	NA
"gene150539"	43079	"Spon1"	NA	NA	NA
"gene150540"	43080	"Spon2"	NA	NA	NA
"gene150541"	43081	"Spop"	NA	NA	NA
"gene150542"	43082	"Spopfm1"	NA	NA	NA
"gene150544"	43083	"Spopfm3"	NA	NA	NA
"gene150545"	43084	"Spopl"	NA	NA	NA
"gene150546"	43085	"Spout1"	9.39937251026558	0.884541429564584	0.0197371281103473
"gene150547"	43086	"Spp1"	NA	NA	NA
"gene150549"	43087	"Sppl2a"	NA	NA	NA
"gene150550"	43088	"Sppl2b"	NA	NA	NA
"gene150551"	43089	"Sppl2c"	NA	NA	NA
"gene150552"	43090	"Sppl3"	NA	NA	NA
"gene150553"	43091	"Spr"	NA	NA	NA
"gene150554"	43092	"Spr-ps1"	NA	NA	NA
"gene150555"	43093	"Spred1"	1.02803720596553	0.139239345295784	0.21530094807701
"gene150556"	43094	"Spred2"	NA	NA	NA
"gene150557"	43095	"Spred3"	NA	NA	NA
"gene150558"	43096	"Sprn"	NA	NA	NA
"gene150559"	43097	"Sprr1a"	NA	NA	NA
"gene150560"	43098	"Sprr1b"	NA	NA	NA
"gene150562"	43099	"Sprr2a2"	NA	NA	NA
"gene150563"	43100	"Sprr2a3"	NA	NA	NA
"gene150564"	43101	"Sprr2b"	0.0333091962346126	1	1.07004022288038e-16
"gene150566"	43102	"Sprr2d"	NA	NA	NA
"gene150567"	43103	"Sprr2e"	NA	NA	NA
"gene150571"	43104	"Sprr2i"	NA	NA	NA
"gene150572"	43105	"Sprr2j-ps"	NA	NA	NA
"gene150573"	43106	"Sprr2k"	NA	NA	NA
"gene150574"	43107	"Sprr3"	NA	NA	NA
"gene150575"	43108	"Sprr4"	NA	NA	NA
"gene150576"	43109	"Sprtn"	-6.53686204446686	0.662541546775845	0.0547250162914843
"gene150577"	43110	"Spry1"	NA	NA	NA
"gene150578"	43111	"Spry2"	NA	NA	NA
"gene150579"	43112	"Spry3"	NA	NA	NA
"gene150580"	43113	"Spry4"	NA	NA	NA
"gene150581"	43114	"Spryd3"	NA	NA	NA
"gene150582"	43115	"Spryd4"	NA	NA	NA
"gene150583"	43116	"Spryd7"	NA	NA	NA
"gene150584"	43117	"Spsb1"	28.5049947402191	0.00330695488639564	0.748375572920234
"gene150585"	43118	"Spsb2"	NA	NA	NA
"gene150586"	43119	"Spsb3"	NA	NA	NA
"gene150587"	43120	"Spsb4"	NA	NA	NA
"gene150588"	43121	"Spta1"	NA	NA	NA
"gene150589"	43122	"Sptan1"	NA	NA	NA
"gene150590"	43123	"Sptb"	NA	NA	NA
"gene150591"	43124	"Sptbn1"	NA	NA	NA
"gene150592"	43125	"Sptbn2"	-0.559888712297833	0.12014193960377	0.268984564596475
"gene150593"	43126	"Sptbn4"	NA	NA	NA
"gene150594"	43127	"Sptbn5"	NA	NA	NA
"gene150595"	43128	"Sptlc1"	NA	NA	NA
"gene150596"	43129	"Sptlc2"	NA	NA	NA
"gene150597"	43130	"Sptlc3"	NA	NA	NA
"gene150598"	43131	"Sptssa"	NA	NA	NA
"gene150599"	43132	"Sptssb"	NA	NA	NA
"gene150600"	43133	"Spty2d1"	156.666804114531	0.77230121898124	0.0384525714168378
"gene150601"	43134	"Spx"	NA	NA	NA
"gene150602"	43135	"Spz1"	NA	NA	NA
"gene150603"	43136	"Sqle"	NA	NA	NA
"gene150604"	43137	"Sqor"	NA	NA	NA
"gene150605"	43138	"Sqstm1"	NA	NA	NA
"gene150606"	43139	"Sra1"	NA	NA	NA
"gene150607"	43140	"Srarp"	NA	NA	NA
"gene150608"	43141	"Srbd1"	1.17458156212142	0.00163507591242097	0.480710660078674
"gene150609"	43142	"Src"	NA	NA	NA
"gene150610"	43143	"Srcap"	NA	NA	NA
"gene150611"	43144	"Srcin1"	NA	NA	NA
"gene150612"	43145	"Srd5a1"	NA	NA	NA
"gene150613"	43146	"Srd5a2"	NA	NA	NA
"gene150614"	43147	"Srd5a3"	NA	NA	NA
"gene150615"	43148	"Srebf1"	NA	NA	NA
"gene150616"	43149	"Srebf2"	39.7167930781617	0.0311654043446007	0.403253960880885
"gene150617"	43150	"Srek1"	NA	NA	NA
"gene150618"	43151	"Srek1ip1"	NA	NA	NA
"gene150619"	43152	"Srf"	NA	NA	NA
"gene150620"	43153	"Srfbp1"	NA	NA	NA
"gene150621"	43154	"Srgap1"	NA	NA	NA
"gene150622"	43155	"Srgap2"	NA	NA	NA
"gene150623"	43156	"Srgap3"	NA	NA	NA
"gene150624"	43157	"Srgn"	265.349591797789	0.108437177893183	0.265631339093605
"gene150625"	43158	"Sri"	NA	NA	NA
"gene150626"	43159	"Srl"	NA	NA	NA
"gene150627"	43160	"Srm"	NA	NA	NA
"gene150628"	43161	"Srms"	NA	NA	NA
"gene150629"	43162	"Srp14"	NA	NA	NA
"gene150630"	43163	"Srp19"	NA	NA	NA
"gene150631"	43164	"Srp54a"	NA	NA	NA
"gene150632"	43165	"Srp54b"	0.00410500993958435	0.80100385770801	0.0305613397132836
"gene150633"	43166	"Srp54c"	NA	NA	NA
"gene150634"	43167	"Srp68"	NA	NA	NA
"gene150635"	43168	"Srp72"	NA	NA	NA
"gene150636"	43169	"Srp9"	NA	NA	NA
"gene150637"	43170	"Srpk1"	NA	NA	NA
"gene150638"	43171	"Srpk2"	NA	NA	NA
"gene150639"	43172	"Srpk3"	NA	NA	NA
"gene150640"	43173	"Srpr"	14.9915528909733	0.000498257028107016	0.533417446677856
"gene150641"	43174	"Srprb"	NA	NA	NA
"gene150642"	43175	"Srpx"	NA	NA	NA
"gene150643"	43176	"Srpx2"	NA	NA	NA
"gene150644"	43177	"Srr"	NA	NA	NA
"gene150645"	43178	"Srrd"	NA	NA	NA
"gene150646"	43179	"Srrm1"	NA	NA	NA
"gene150647"	43180	"Srrm2"	NA	NA	NA
"gene150648"	43181	"Srrm3"	0.0533165034133693	0.844727122040349	0.0264063692476038
"gene150649"	43182	"Srrm3os"	NA	NA	NA
"gene150650"	43183	"Srrm4"	NA	NA	NA
"gene150651"	43184	"Srrm4os"	NA	NA	NA
"gene150652"	43185	"Srrt"	NA	NA	NA
"gene150653"	43186	"Srsf1"	NA	NA	NA
"gene150654"	43187	"Srsf10"	NA	NA	NA
"gene150655"	43188	"Srsf11"	NA	NA	NA
"gene150656"	43189	"Srsf12"	-3.3381998625418	0.0373254655784258	0.479554620289337
"gene150657"	43190	"Srsf2"	NA	NA	NA
"gene150658"	43191	"Srsf3"	NA	NA	NA
"gene150659"	43192	"Srsf3-ps"	NA	NA	NA
"gene150660"	43193	"Srsf4"	NA	NA	NA
"gene150661"	43194	"Srsf5"	NA	NA	NA
"gene150662"	43195	"Srsf6"	NA	NA	NA
"gene150663"	43196	"Srsf7"	NA	NA	NA
"gene150664"	43197	"Srsf9"	-1.71749004521727	0.210019905233226	0.2583910918484
"gene150665"	43198	"Srsx"	NA	NA	NA
"gene150667"	43199	"Srxn1"	NA	NA	NA
"gene150668"	43200	"Sry"	NA	NA	NA
"gene150669"	43201	"Ss18"	NA	NA	NA
"gene150670"	43202	"Ss18l1"	NA	NA	NA
"gene150671"	43203	"Ss18l2"	NA	NA	NA
"gene150672"	43204	"Ssb"	NA	NA	NA
"gene150673"	43205	"Ssbp1"	-30.2533613614672	0.197667600487877	0.216767949269487
"gene150674"	43206	"Ssbp2"	NA	NA	NA
"gene150675"	43207	"Ssbp3"	NA	NA	NA
"gene150676"	43208	"Ssbp4"	NA	NA	NA
"gene150677"	43209	"Ssc4d"	NA	NA	NA
"gene150678"	43210	"Ssc5d"	NA	NA	NA
"gene150679"	43211	"Ssh1"	NA	NA	NA
"gene150680"	43212	"Ssh2"	NA	NA	NA
"gene150681"	43213	"Ssh3"	-4.36505226767552	5.28987038593129e-06	0.753171625896069
"gene150682"	43214	"Ssmem1"	NA	NA	NA
"gene150683"	43215	"Ssna1"	NA	NA	NA
"gene150684"	43216	"Sspn"	NA	NA	NA
"gene150685"	43217	"Sspnos"	NA	NA	NA
"gene150686"	43218	"Sspo"	NA	NA	NA
"gene150687"	43219	"Ssr1"	NA	NA	NA
"gene150688"	43220	"Ssr2"	NA	NA	NA
"gene150689"	43221	"Ssr3"	17.3702076726926	0.664920614814853	0.0586381857973027
"gene150690"	43222	"Ssr4"	NA	NA	NA
"gene150691"	43223	"Ssrp1"	NA	NA	NA
"gene150692"	43224	"Sst"	NA	NA	NA
"gene150693"	43225	"Sstr1"	NA	NA	NA
"gene150694"	43226	"Sstr2"	NA	NA	NA
"gene150695"	43227	"Sstr3"	NA	NA	NA
"gene150696"	43228	"Sstr4"	NA	NA	NA
"gene150697"	43229	"Sstr5"	-0.0667874915060598	0.713435474437974	0.0676371047111536
"gene150700"	43230	"Ssu2"	NA	NA	NA
"gene150701"	43231	"Ssu72"	NA	NA	NA
"gene150702"	43232	"Ssx2ip"	NA	NA	NA
"gene150703"	43233	"Ssx9"	NA	NA	NA
"gene150704"	43234	"Ssxa1"	NA	NA	NA
"gene150705"	43235	"Ssxb1"	NA	NA	NA
"gene150706"	43236	"Ssxb10"	NA	NA	NA
"gene150707"	43237	"Ssxb2"	-0.055032585083273	1	0
"gene150708"	43238	"Ssxb3"	NA	NA	NA
"gene150709"	43239	"Ssxb5"	NA	NA	NA
"gene150710"	43240	"Ssxb6"	NA	NA	NA
"gene150711"	43241	"Ssxb8"	NA	NA	NA
"gene150713"	43242	"St13"	NA	NA	NA
"gene150714"	43243	"St14"	NA	NA	NA
"gene150715"	43244	"St18"	NA	NA	NA
"gene150716"	43245	"St3gal1"	-28.2209122338691	0.834588494714046	0.0492203182942661
"gene150717"	43246	"St3gal2"	NA	NA	NA
"gene150718"	43247	"St3gal3"	NA	NA	NA
"gene150719"	43248	"St3gal4"	NA	NA	NA
"gene150720"	43249	"St3gal5"	NA	NA	NA
"gene150721"	43250	"St3gal6"	NA	NA	NA
"gene150722"	43251	"St6gal1"	NA	NA	NA
"gene150723"	43252	"St6gal2"	NA	NA	NA
"gene150724"	43253	"St6galnac1"	0.342131438215682	0.0757406973499876	0.261137198285316
"gene150725"	43254	"St6galnac2"	NA	NA	NA
"gene150726"	43255	"St6galnac3"	NA	NA	NA
"gene150727"	43256	"St6galnac4"	NA	NA	NA
"gene150728"	43257	"St6galnac5"	NA	NA	NA
"gene150729"	43258	"St6galnac6"	NA	NA	NA
"gene150730"	43259	"St7"	NA	NA	NA
"gene150731"	43260	"St7l"	NA	NA	NA
"gene150732"	43261	"St8sia1"	-19.9647662664824	1.25787929652031e-09	0.895614064647353
"gene150733"	43262	"St8sia2"	NA	NA	NA
"gene150734"	43263	"St8sia3"	NA	NA	NA
"gene150735"	43264	"St8sia3os"	NA	NA	NA
"gene150736"	43265	"St8sia4"	NA	NA	NA
"gene150737"	43266	"St8sia5"	NA	NA	NA
"gene150738"	43267	"St8sia6"	NA	NA	NA
"gene150739"	43268	"Stab1"	NA	NA	NA
"gene150740"	43269	"Stab2"	64.650499522053	0.0254821739962071	0.408475348721164
"gene150741"	43270	"Stac"	NA	NA	NA
"gene150742"	43271	"Stac2"	NA	NA	NA
"gene150743"	43272	"Stac3"	NA	NA	NA
"gene150744"	43273	"Stag1"	NA	NA	NA
"gene150745"	43274	"Stag2"	NA	NA	NA
"gene150746"	43275	"Stag3"	NA	NA	NA
"gene150747"	43276	"Stam"	NA	NA	NA
"gene150748"	43277	"Stam2"	-2.50760318609704	1	0
"gene150749"	43278	"Stambp"	NA	NA	NA
"gene150750"	43279	"Stambp-ps1"	NA	NA	NA
"gene150751"	43280	"Stambp-ps2"	NA	NA	NA
"gene150752"	43281	"Stambpl1"	NA	NA	NA
"gene150753"	43282	"Stamos"	NA	NA	NA
"gene150754"	43283	"Stap1"	NA	NA	NA
"gene150755"	43284	"Stap2"	NA	NA	NA
"gene150756"	43285	"Star"	-4.08689355539464	1	0
"gene150757"	43286	"Stard10"	NA	NA	NA
"gene150758"	43287	"Stard13"	NA	NA	NA
"gene150759"	43288	"Stard3"	NA	NA	NA
"gene150760"	43289	"Stard3nl"	NA	NA	NA
"gene150761"	43290	"Stard4"	NA	NA	NA
"gene150762"	43291	"Stard5"	NA	NA	NA
"gene150763"	43292	"Stard6"	NA	NA	NA
"gene150764"	43293	"Stard7"	-9.42867487328022	1	0
"gene150765"	43294	"Stard8"	NA	NA	NA
"gene150766"	43295	"Stard9"	NA	NA	NA
"gene150767"	43296	"Stat1"	NA	NA	NA
"gene150768"	43297	"Stat2"	NA	NA	NA
"gene150769"	43298	"Stat3"	NA	NA	NA
"gene150770"	43299	"Stat4"	NA	NA	NA
"gene150771"	43300	"Stat5a"	NA	NA	NA
"gene150772"	43301	"Stat5b"	14.0253656505221	0.016726366895561	0.41806860381807
"gene150773"	43302	"Stat6"	NA	NA	NA
"gene150774"	43303	"Stau1"	NA	NA	NA
"gene150775"	43304	"Stau2"	NA	NA	NA
"gene150776"	43305	"Stbd1"	NA	NA	NA
"gene150777"	43306	"Stc1"	NA	NA	NA
"gene150778"	43307	"Stc2"	NA	NA	NA
"gene150779"	43308	"Steap1"	NA	NA	NA
"gene150780"	43309	"Steap2"	-0.0853330212151966	0.0313971271619367	0.378451909242224
"gene150781"	43310	"Steap3"	NA	NA	NA
"gene150782"	43311	"Steap4"	NA	NA	NA
"gene150783"	43312	"Stfa1"	NA	NA	NA
"gene150784"	43313	"Stfa2"	NA	NA	NA
"gene150785"	43314	"Stfa2l1"	NA	NA	NA
"gene150786"	43315	"Stfa3"	NA	NA	NA
"gene150787"	43316	"Stil"	NA	NA	NA
"gene150788"	43317	"Stim1"	-7.83029070019145	0.161404676966431	0.208845731796732
"gene150789"	43318	"Stim2"	NA	NA	NA
"gene150790"	43319	"Stimate"	NA	NA	NA
"gene150791"	43320	"Sting1"	NA	NA	NA
"gene150792"	43321	"Stip1"	NA	NA	NA
"gene150793"	43322	"Stk-ps1"	NA	NA	NA
"gene150794"	43323	"Stk-ps2"	NA	NA	NA
"gene150795"	43324	"Stk10"	NA	NA	NA
"gene150796"	43325	"Stk11"	16.1883921917306	0.0153068567031782	0.496045524007759
"gene150797"	43326	"Stk11ip"	NA	NA	NA
"gene150798"	43327	"Stk16"	NA	NA	NA
"gene150799"	43328	"Stk17b"	NA	NA	NA
"gene150800"	43329	"Stk19"	NA	NA	NA
"gene150801"	43330	"Stk19-ps1"	NA	NA	NA
"gene150802"	43331	"Stk24"	NA	NA	NA
"gene150803"	43332	"Stk25"	NA	NA	NA
"gene150804"	43333	"Stk26"	-51.7511819597933	0.0259458432861617	0.378188339834352
"gene150805"	43334	"Stk3"	NA	NA	NA
"gene150806"	43335	"Stk31"	NA	NA	NA
"gene150807"	43336	"Stk32a"	NA	NA	NA
"gene150808"	43337	"Stk32b"	NA	NA	NA
"gene150809"	43338	"Stk32c"	NA	NA	NA
"gene150810"	43339	"Stk33"	NA	NA	NA
"gene150811"	43340	"Stk35"	NA	NA	NA
"gene150812"	43341	"Stk36"	4.44896124313221	0.408274022575093	0.117167617586386
"gene150813"	43342	"Stk38"	NA	NA	NA
"gene150814"	43343	"Stk38l"	NA	NA	NA
"gene150815"	43344	"Stk39"	NA	NA	NA
"gene150816"	43345	"Stk4"	NA	NA	NA
"gene150817"	43346	"Stk40"	NA	NA	NA
"gene150818"	43347	"Stkld1"	NA	NA	NA
"gene150819"	43348	"Stmn1"	NA	NA	NA
"gene150820"	43349	"Stmn1-rs1"	-0.0188269370021723	1	0
"gene150821"	43350	"Stmn2"	NA	NA	NA
"gene150822"	43351	"Stmn3"	NA	NA	NA
"gene150823"	43352	"Stmn4"	NA	NA	NA
"gene150824"	43353	"Stmnd1"	NA	NA	NA
"gene150825"	43354	"Stn1"	NA	NA	NA
"gene150826"	43355	"Stom"	NA	NA	NA
"gene150827"	43356	"Stoml1"	NA	NA	NA
"gene150828"	43357	"Stoml2"	3.76983490210241	0.280177831402457	0.160484499651756
"gene150829"	43358	"Stoml3"	NA	NA	NA
"gene150830"	43359	"Ston1"	NA	NA	NA
"gene150831"	43360	"Ston2"	NA	NA	NA
"gene150832"	43361	"Stox1"	NA	NA	NA
"gene150833"	43362	"Stox2"	NA	NA	NA
"gene150834"	43363	"Stpg1"	NA	NA	NA
"gene150835"	43364	"Stpg2"	NA	NA	NA
"gene150836"	43365	"Stpg3"	0.117306299782766	1	0
"gene150837"	43366	"Stpg4"	NA	NA	NA
"gene150838"	43367	"Stra6"	NA	NA	NA
"gene150839"	43368	"Stra6l"	NA	NA	NA
"gene150840"	43369	"Stra8"	NA	NA	NA
"gene150841"	43370	"Strada"	NA	NA	NA
"gene150842"	43371	"Stradb"	NA	NA	NA
"gene150843"	43372	"Strap"	NA	NA	NA
"gene150844"	43373	"Strbp"	0.871758375199192	0.0167475441403083	0.371986364262876
"gene150845"	43374	"Strc"	NA	NA	NA
"gene150846"	43375	"Strip1"	NA	NA	NA
"gene150847"	43376	"Strip2"	NA	NA	NA
"gene150848"	43377	"Strit1"	NA	NA	NA
"gene150849"	43378	"Strn"	NA	NA	NA
"gene150850"	43379	"Strn3"	NA	NA	NA
"gene150851"	43380	"Strn4"	NA	NA	NA
"gene150852"	43381	"Stt3a"	20.1485214658411	0.0129247301969653	0.373462088247996
"gene150853"	43382	"Stt3b"	NA	NA	NA
"gene150854"	43383	"Stub1"	NA	NA	NA
"gene150855"	43384	"Stum"	NA	NA	NA
"gene150856"	43385	"Stx11"	NA	NA	NA
"gene150857"	43386	"Stx12"	NA	NA	NA
"gene150858"	43387	"Stx16"	NA	NA	NA
"gene150859"	43388	"Stx17"	NA	NA	NA
"gene150860"	43389	"Stx18"	9.93604109807989	0.40390397426981	0.128630829444008
"gene150861"	43390	"Stx19"	NA	NA	NA
"gene150862"	43391	"Stx1a"	NA	NA	NA
"gene150863"	43392	"Stx1b"	NA	NA	NA
"gene150864"	43393	"Stx2"	NA	NA	NA
"gene150865"	43394	"Stx3"	NA	NA	NA
"gene150866"	43395	"Stx4a"	NA	NA	NA
"gene150867"	43396	"Stx5a"	NA	NA	NA
"gene150868"	43397	"Stx6"	5.67900252034096	0.0105770317996477	0.388287100187476
"gene150869"	43398	"Stx7"	NA	NA	NA
"gene150870"	43399	"Stx8"	NA	NA	NA
"gene150871"	43400	"Stxbp1"	NA	NA	NA
"gene150872"	43401	"Stxbp2"	NA	NA	NA
"gene150873"	43402	"Stxbp3"	NA	NA	NA
"gene150874"	43403	"Stxbp3-ps"	NA	NA	NA
"gene150875"	43404	"Stxbp4"	NA	NA	NA
"gene150876"	43405	"Stxbp5"	1.86676816499335	0.0207517579579625	0.384192161088067
"gene150877"	43406	"Stxbp5l"	NA	NA	NA
"gene150878"	43407	"Stxbp6"	NA	NA	NA
"gene150879"	43408	"Styk1"	NA	NA	NA
"gene150880"	43409	"Styx"	NA	NA	NA
"gene150881"	43410	"Styxl1"	NA	NA	NA
"gene150882"	43411	"Sub1"	NA	NA	NA
"gene150883"	43412	"Sucla2"	NA	NA	NA
"gene150884"	43413	"Suclg1"	15.8357676109207	0.726353208104131	0.046628601777038
"gene150885"	43414	"Suclg2"	NA	NA	NA
"gene150886"	43415	"Sucnr1"	NA	NA	NA
"gene150887"	43416	"Suco"	NA	NA	NA
"gene150888"	43417	"Suds3"	NA	NA	NA
"gene150889"	43418	"Sufu"	NA	NA	NA
"gene150890"	43419	"Sugct"	NA	NA	NA
"gene150891"	43420	"Sugp1"	NA	NA	NA
"gene150892"	43421	"Sugp2"	-11.8121901607847	0.299324632666543	0.161978548690091
"gene150893"	43422	"Sugt1"	NA	NA	NA
"gene150894"	43423	"Sulf1"	NA	NA	NA
"gene150895"	43424	"Sulf2"	NA	NA	NA
"gene150896"	43425	"Sult1a1"	NA	NA	NA
"gene150897"	43426	"Sult1b1"	NA	NA	NA
"gene150898"	43427	"Sult1c1"	NA	NA	NA
"gene150899"	43428	"Sult1c2"	NA	NA	NA
"gene150900"	43429	"Sult1c2-ps1"	-0.0181028240405503	1	0
"gene150902"	43430	"Sult1d1"	NA	NA	NA
"gene150903"	43431	"Sult1e1"	NA	NA	NA
"gene150904"	43432	"Sult2a-ps1"	NA	NA	NA
"gene150905"	43433	"Sult2a-ps2"	NA	NA	NA
